"Aggregated: Adapter Connections","Aggregated: Preferred Host Name","Aggregated: Preferred IPs","Aggregated: Preferred MAC Address","Aggregated: Preferred OS: Type and Distribution"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VY1C8F208ALMXCO","10.188.132.158","00:2B:67:53:31:A2","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOQ9C5310ADMXCO","10.188.105.132","00:D8:61:62:56:62","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFGDEB709ADMXCO","10.188.95.23","E0:BE:03:1E:16:37","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","COCZ0BB03ADMXCO","10.188.32.117","D8:BB:C1:80:0F:AA","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON08B010ADMXCO","10.188.107.172","10:E7:C6:B9:7F:6B","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON576310ADMXCO","10.188.101.241","2C:F0:5D:C1:56:64","Windows 10"
"active_directory_adapter
cisco_adapter
cisco_adapter
paloalto_xdr_adapter","VNK9F3A05ALMXCO","192.168.1.98","D0:3C:1F:29:46:D1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOUA7B111ALMXCO","10.188.111.149","B0:5A:DA:3B:DE:B1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON25ED10ADMXCO","10.188.102.213","00:D8:61:B2:75:89","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VER107B505ALMXC","10.188.31.245","90:2E:16:70:A1:1D","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFN87E308ALMXCO","10.188.82.139","98:FA:9B:0D:1A:3B","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOEF51C11ADMXCO","10.188.112.176","10:E7:C6:AC:7A:25","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEAFC6801ADMXCO","10.188.82.197
192.168.56.1","0A:00:27:00:00:03
DC:4A:3E:9B:D3:09","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XGB109C903ADMXC","10.188.31.31","D8:BB:C1:7F:DB:13","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VM579E214ALMXCO","10.188.208.27","D0:3C:1F:11:FE:A4","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDG0D1017ADMXCO","10.188.172.16","C4:34:6B:65:E6:AF","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","X9291F410ALMXCO","10.188.217.225","48:89:E7:29:22:23","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOREA8E11ADMXCO","10.188.117.102","EC:B1:D7:42:57:60","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOEF60211ADMXCO","10.188.115.32","D8:BB:C1:80:12:59","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON10D7510ADMXC","10.188.101.120","D8:BB:C1:7F:DA:38","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON1082110ADMXC","10.188.101.86","D8:BB:C1:80:12:12","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOW1031201ADMXC","10.188.117.62","2C:44:FD:2A:92:56","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP210C8B06ALMXC","10.188.175.222","3C:A8:2A:83:B4:AC","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNK20C905ALMXCO","10.188.52.61","8C:8C:AA:BC:82:1F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VER1069C05ALMXCO","10.188.51.49","F8:75:A4:03:72:4D","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO70EA711ALMXCO","10.188.208.199","58:96:1D:91:82:E6","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIFE34707ALMXCO","10.188.72.138","90:2E:16:70:8D:D7","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDD8C4605ALMXCO","10.188.52.214","98:FA:9B:99:54:8B","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO20A7F10ALMXCO","10.188.105.144","00:2B:67:53:37:10","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VCM1028E05ALMXC","10.188.52.35","F8:75:A4:C1:DF:40","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VVAE32314ALMXCO","10.188.142.30
10.253.89.175","70:9C:D1:69:A4:83
8C:8C:AA:BC:93:E1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOWE70201ADMXCO","10.188.111.91","F0:92:1C:F6:3F:3D","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOMB1E510ADMXCO","10.188.105.130","A0:D3:C1:26:91:E5","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VTQ248C14GLMXCO","10.188.141.245","F4:39:09:85:0F:94","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC342403ADMXCO","10.188.31.37","D8:BB:C1:7F:DA:B3","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP9XXAP06ALMXCO","10.188.175.209","F4:39:09:84:0C:49","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOCCB0203ADMXCO","10.188.31.159","6C:4B:90:DE:D2:34","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF2107CB09ALMXC","10.188.92.125","98:FA:9B:0F:59:D3","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON943810ADMXCO","10.188.102.192","00:D8:61:6C:68:8F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEAF63810ADMXCO","10.188.82.126","00:D8:61:62:54:86","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VORC65C09ADMXCO","10.188.91.126","D8:BB:C1:EE:44:6B","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","PF31BDKH09ALMXCO","10.188.95.144","90:2E:16:70:93:8B","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VCO303C12ALMXCO","10.188.223.206","70:9C:D1:B0:74:08","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS310F1F09ADMXO","10.188.91.83","D8:BB:C1:80:0F:CA","Windows 10"
"active_directory_adapter
cisco_adapter
cisco_adapter
paloalto_xdr_adapter","VNTA1FD07ALMXCO","10.188.223.27
10.188.75.248","D8:3B:BF:34:E1:99
F8:75:A4:BF:0F:78","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XGB6ADB03ADMXCO","10.188.32.71","6C:4B:90:E2:CE:D2","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO25C5C01ADMXCO","10.188.200.237","6C:4B:90:E2:CE:1C","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","PTELCEL03ADMXCO","10.188.31.12
192.168.56.1","0A:00:27:00:00:08
DC:4A:3E:9B:1A:65","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VY110CA413ALMXC","10.188.136.170
172.18.64.1
172.29.192.1","00:15:5D:17:02:D9
00:15:5D:D0:2E:FF
8C:8C:AA:BC:89:29","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VCMXXAJ05ADMXCO","10.188.52.17","00:D8:61:B2:76:16","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOQ0A3810ADMXCO","10.188.105.69","00:D8:61:62:56:D3","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP30FD006ALMXC0","192.168.162.16","D0:3C:1F:14:FB:D6","Windows 10"
"active_directory_adapter
cisco_adapter
cisco_adapter
paloalto_xdr_adapter
paloalto_xdr_adapter","XON5C6010ADMXCO","10.188.107.28","D8:BB:C1:EE:2F:9A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VOC2A5B12GLMXCO","10.188.122.14","10:E7:C6:B9:8C:E7","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDT2AB604ADMXCO","10.188.42.212","00:D8:61:B2:73:5C","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI0108D18ADMXCO","10.188.85.42","10:E7:C6:B9:85:05","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VN01086805ALMXC","10.188.51.55","84:A9:38:39:32:BE","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VCK3C6614ALMXCO","10.188.221.142","28:7F:CF:B3:76:0D","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOPFD4905ALMXCO","10.188.238.26","8C:8C:AA:BC:85:65","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VN336B707ALMXCO","10.188.216.58","E4:5E:37:14:30:CF","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNT2DCF07ALMXCO","10.188.223.243
172.28.80.1","00:15:5D:E8:14:5D
D0:3C:1F:2D:2D:14","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC3A5D03ADMXCO","10.188.32.65","00:D8:61:68:75:E5","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDD551505ALMXCO","10.188.51.29","B8:CA:3A:C8:75:3C","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON2B8E10ALMXCO","10.188.222.240","48:89:E7:1B:81:2C","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOK56DC01ALMXCO","10.55.221.189
192.168.1.87","6C:88:14:05:88:A4","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XGP313E11ALMXCO","10.188.41.68
192.168.22.157","90:2E:16:70:93:B3
D0:3C:1F:14:61:FD","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO56C7707ALMXCO","10.188.72.128","98:FA:9B:99:59:C3","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFBX54A09ADMXCO","10.188.91.14","6C:4B:90:BA:3E:E3","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF810E0609ADMXC","10.188.92.104","6C:4B:90:BA:3E:DD","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XGB233403ADMXCO","10.188.31.65","6C:4B:90:DE:6F:61","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC1095803ADMXC","10.188.32.17","D8:BB:C1:7F:CE:6D","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VY0G01208ADMXCO","10.188.131.63","10:E7:C6:B9:85:CF","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO1F67F11ADMXCO","10.188.111.20","D8:BB:C1:80:12:6A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VWGSOC1","10.188.60.32","00:90:FB:63:B2:7E","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIJ1E9A08ALMXCO","10.188.81.131","84:A9:38:39:38:3E","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI9FDBD11ADMXCO","10.188.72.37
192.168.56.1","00:D8:61:62:52:D8
0A:00:27:00:00:03","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOB4D8110ADMXCO","10.188.105.60","E0:BE:03:1E:16:BF","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOK1E4806ADMXCO","10.188.65.162","00:D8:61:B2:75:0A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO7E0AE11ADMXCO","10.188.111.69","D8:BB:C1:7F:6D:47","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNZF6AA07ALMXCO","10.188.218.98","E4:5E:37:14:44:66","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKF65206ADMXCO","10.188.48.22","04:7C:16:9E:BC:ED","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter
paloalto_xdr_adapter","VPKFDAF06ADMXCO","10.188.48.128","04:7C:16:9E:B4:14","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VK8A24315ALMXCO","10.188.152.159","90:2E:16:70:91:ED","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFG56A409ALMXCO","10.188.91.86","B0:5A:DA:3B:59:F6","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC986103ADMXC","10.188.32.203","D8:BB:C1:80:10:10","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VCBG03N08ADMXCO","10.188.89.18","FC:3F:DB:06:8D:13","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VY24D0313ALMXC0","10.188.220.115","D0:3C:1F:11:FE:95","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP41030B06ALMXC","10.188.175.173","F4:39:09:D6:52:0A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC09FD03ADMXCO","10.188.32.49","6C:4B:90:BA:3E:F3","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPD108DA08ADMXC","10.188.85.164","50:65:F3:1F:24:59","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF5FCEA09ADMXCO","10.188.91.107","E0:BE:03:1D:8E:A6","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFK107C009ADMXC0","10.188.95.101
192.168.198.1
192.168.221.1","00:50:56:C0:00:01
00:50:56:C0:00:08
10:E7:C6:B9:84:68","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI510D0508ADMXC","10.188.86.52","18:60:24:EE:53:15","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOM2DA010ADMXCO","10.188.101.97","00:D8:61:B2:75:4B","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFGC33F09ADMXCO","10.188.92.248","E0:BE:03:1E:0D:65","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XCN1083311ALMXC","10.188.115.68","90:2E:16:70:8F:E1","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI8FCAF01ADMXCO","10.188.81.211","00:D8:61:62:54:C6","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF2107C908ADMXC","10.188.82.204","00:D8:61:62:56:4A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOQ0D0410ADMXCO","10.188.102.32","E0:BE:03:1E:0C:68","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XONCB1810ADMXCO","10.188.101.61","D8:BB:C1:80:0F:BF","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO009AE07ALMXCO","10.188.220.59","E4:A4:71:67:A0:02","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDT1023004ADMXC","10.188.241.44","00:D8:61:5F:08:60","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VCBG04A08ADMXCO","10.188.89.44","64:51:06:5F:31:8C","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOMAE8C10ADMXCO","10.188.101.170","00:D8:61:B2:74:A6","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VY263D508ADMXCO","10.188.136.159","10:E7:C6:B3:E6:D8","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPC386D06ALMXCO","10.188.224.138","E4:5E:37:14:24:C7","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH66DF904ADMXCO","10.188.41.38","E0:BE:03:1E:0E:9A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFG106D109ADMXC","10.188.92.231","E0:BE:03:1E:0E:B3","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOQ34FD10ADMXCO","10.188.105.246","00:D8:61:62:55:7E","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOM40EB10ADMXCO","10.188.101.111","A0:D3:C1:26:91:89","Windows 10"
"active_directory_adapter
active_directory_adapter
cisco_adapter
cisco_adapter
paloalto_xdr_adapter
paloalto_xdr_adapter","XO28E3910ADMXC0","10.188.102.58","D8:BB:C1:BA:32:78","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI91058208ADMXC","10.188.87.215","6C:4B:90:BA:3E:F8","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP4265006ALMXCO","10.188.62.66","E8:6A:64:FC:83:63","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XGB3CFA03ADMXCO","10.188.32.115","E0:BE:03:1E:0C:2C","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC328B03ADMXC0","10.188.32.160","D8:BB:C1:7F:CE:08","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF87D8810ADMXCO","10.188.91.104","E0:BE:03:1E:0C:8F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF8F02F09ADMXCO","10.188.91.97","E0:BE:03:1D:8F:07","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEAXXCJ01ADMXCO","10.188.82.67","40:B0:34:38:39:26","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC552603ADMXCO","10.188.31.60","D8:BB:C1:7F:DA:C3","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOME1D610ADMXCO","10.188.107.18","A0:48:1C:7D:66:72","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI289D608ADMXCO","10.188.81.179","00:D8:61:B2:74:4B","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOBD1C010ADMXCO","10.188.107.14","2C:F0:5D:C1:47:37","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOHDFC110ADMXCO","10.188.107.42","00:D8:61:6C:67:D3","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDC1077F05ALMXC","10.188.238.145","E0:BE:03:1E:0D:20","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEAAA7010ADMXCO","10.188.131.165","50:65:F3:25:C1:D8","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOCDD4E03ADMXCO","10.188.31.151","6C:4B:90:BA:3E:AA","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOM386F10ADMXCO","10.188.101.162","00:D8:61:B2:73:D8","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOE1030D11ADMXCO","10.188.111.121","10:E7:C6:AC:77:97","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIJ164508ADMXCO","10.188.136.15","6C:4B:90:BA:3E:A7","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOBFDB410GDMXCO","10.188.102.54","10:E7:C6:B9:84:D5","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI8G06001ADMXCO","10.188.85.14","00:D8:61:62:55:E2","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VER107A605ADMXC","10.188.52.11","00:D8:61:B2:75:E4","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XGBD98703ADMXCO","10.188.32.16","00:D8:61:6C:68:66","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOK194B06ALMXCO","10.188.62.107","F4:30:B9:C7:0D:B7","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI9FCCB02ADMXCO","10.188.89.69","00:D8:61:62:56:9A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter
paloalto_xdr_adapter","VCDF40214ALMXCO","10.188.138.153","84:BA:59:38:AB:80","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP0F73406ALMXCO","10.188.175.240
172.18.112.1
192.168.248.1
192.168.75.1","00:15:5D:46:04:3B
00:50:56:C0:00:01
00:50:56:C0:00:08
A0:2B:B8:2C:CD:AF","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF2103088ADMXCO","10.188.85.151","6C:4B:90:BA:3E:7F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPT108BE13ALMXC","10.188.132.105","00:2B:67:53:34:44","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK261006ALMXCO","10.188.48.228
192.168.56.1","0A:00:27:00:00:05
F8:75:A4:1B:40:B5","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VJ3D0A813ADMXCO","10.188.131.240","00:D8:61:62:56:1B","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VC9418014ALMXCO","10.188.218.181
10.55.224.191","80:38:FB:53:94:59","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNF165505ALMXCO","10.188.52.198","FC:15:B4:EA:F2:3B","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI6FCD601ALMXCO","10.188.82.84","E0:BE:03:1E:16:5F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VER107AA05ADMXC","10.188.51.163","10:E7:C6:AC:76:86","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC231E03ADMXCO","10.188.31.17","D8:BB:C1:7F:DA:68","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XGBA87A03ADMXCO","10.188.32.36","6C:4B:90:DE:D2:EB","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC385F03ADMXCO","10.188.31.34","6C:4B:90:E3:C2:01","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDI01AA08ALMXCO","10.188.85.43","6C:4B:90:BA:3E:64","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC087B03ADMXC","10.188.32.132","D8:BB:C1:7F:DA:A5","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOWE29911ADMXCO","10.188.111.105","DC:4A:3E:98:ED:AB","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO2D06B10ADMXCO","10.188.102.37","C0:3F:D5:E8:F5:21","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VCBG04708ADMXCO","10.188.85.115","A0:48:1C:AB:14:EC","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VER107B001ADMXC","10.188.51.15","E0:BE:03:1E:0E:81","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOW1081401ADMXC","10.188.117.132","D8:BB:C1:7F:CD:B7","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC177A03ADMXC0","10.188.31.13","D8:BB:C1:7F:CE:65","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOE1024C11ADMXC","10.188.112.174","D8:BB:C1:7F:DB:02","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC07F503ADMXCO","10.188.31.41","6C:4B:90:E2:CE:FF","Windows 10"
